name,brewery_type,address,state,phone,website_url,country,region,division,longitude,latitude
Carolina Brewing Co,micro,140 Thomas Mill Rd Holly Springs North Carolina 27540-9372,North Carolina,9195572337,http://www.carolinabrew.com,United States,South,South Atlantic,-78.85444105,35.656105100000005
Carroll Brewing Co.,micro,226 E 5th St Carroll Iowa 51401-2743,Iowa,5157090030,http://www.carrollbrewing.com,United States,Midwest,West North Central,-94.86534008,42.06385868
Carters Brewing,micro,2526 Montana Ave Billings Montana 59101-2313,Montana,4068617712,http://www.cartersbrewing.com,United States,West,Mountain,-108.5016538,45.78291334
Carton Brewing Co,micro,6 E Washington Ave Atlantic Highlands New Jersey 07716-1230,New Jersey,7326542337,http://www.cartonbrewing.com,United States,Northeast,Middle Atlantic,-74.0381651,40.4117685
Carver Brewing Co,brewpub,1022 Main Ave Durango Colorado 81301-5124,Colorado,9702592545,http://carverbrewing.com,United States,West,Mountain,-107.8800415,37.2748415
Cascade Brewing Barrel House,micro,939 SE Belmont St Portland Oregon 97214-2519,Oregon,5032658603,http://www.cascadebrewing.com,United States,West,Pacific,-122.65600570000001,45.5167536
Cascade Brewing Blending House,micro,6770 SW 111th Ave Beaverton Oregon 97008-5336,Oregon,5033660730,http://www.cascadebrewing.com,United States,West,Pacific,-122.7900557,45.4709556
Cascade Brewing,brewpub,7424 SW Beaverton Hillsdale Hwy Portland Oregon 97225-2149,Oregon,5032960110,http://www.cascadebrewing.com,United States,West,Pacific,-122.699417,45.478513
Cascadia Brewing Co.,micro,211 4th Ave E Olympia Washington 98501-1104,Washington,3609432337,http://www.cascadiahomebrew.com,United States,West,Pacific,-122.90017399999999,47.04491273
Castle Danger Brewery,micro,17 7th St Two Harbors Minnesota 55616-1672,Minnesota,2188345800,http://www.castledangerbrewery.com,United States,Midwest,West North Central,-91.6731853,47.0194124
Castle Island Brewing Co.,micro,31 Astor Ave Norwood Massachusetts 02062-5016,Massachusetts,7819512029,http://www.castleislandbeer.com,United States,Northeast,New England,-71.19186438,42.16931297
Casual Animal,micro,1725 McGee St Kansas City Missouri 64108,Missouri,8162145388,http://www.casualanimalbrewing.com,United States,Midwest,West North Central,-94.57977386,39.0924045
Catalina Island Brew House,micro,417 Crescent Ave Avalon California 90704,California,3105906905,http://www.catalinaislandbrewhouse.com,United States,West,Pacific,-118.32563449999999,33.3434987
Catawba Brewing Co,regional,212 S Green St Morganton North Carolina 28655-3525,North Carolina,8284306883,http://www.CatawbaBrewing.com,United States,South,South Atlantic,-81.68543695,35.74471934
Catfish Charlies / Catfish Creek Brew Pub,brewpub,1630 E 16th St Dubuque Iowa 52001-2306,Iowa,5635828600,http://www.catfishcharliesdubuque.com,United States,Midwest,West North Central,-90.65372886,42.51225898
Cathedral Square Brewery,closed,3914 Lindell Blvd Saint Louis Missouri 63108-3204,Missouri,3148033605,http://www.cathedralsquarebrewery.com,United States,Midwest,West North Central,-90.2439837,38.639489700000006
Catskill Brewery,micro,672 Old Route 17 Livingston Manor New York 12758-0033,New York,8454391232,http://www.catskillbrewery.com,United States,Northeast,Middle Atlantic,-74.827173,41.911407000000004
Cave Brewing Co,micro,1407 Seidersville Rd Bethlehem Pennsylvania 18015-4219,Pennsylvania,6107391381,http://www.cavebrewing.com,United States,Northeast,Middle Atlantic,-75.3464618,40.5910341
Cavendish Brewing Company,micro,207 N Chester St Gastonia North Carolina 28052-2234,North Carolina,7048300435,http://www.cavendishbrewing.com,United States,South,South Atlantic,-81.18741223,35.26577507
Cayucos Brewing Co,contract,136 Ocean Front Ln Cayucos California 93430-1649,California,8059951993,http://www.cayucosbeer.com,United States,West,Pacific,-120.90218840000001,35.44711022
Cebula Craft Brewing LLC dba GameCraft Brewing,planning,Not Available Laguna Hills California 92653-1589,California,9497340910,http://www.gamecraftbrewing.com,United States,West,Pacific,-117.68820670000001,33.5948758
Cedar Crest Brewing and Wine Bar,brewpub,615 Main St Red Bluff California 96080-3343,California,5307279016,http://www.facebook.com/enjoythestoreredbluff,United States,West,Pacific,-122.23441670000001,40.17675757
Cellar Brewing Co,brewpub,133 E Division St Sparta Michigan 49345-1329,Michigan,6168830777,http://www.cellarbrewingco.com,United States,Midwest,East North Central,-85.70639839,43.16082496
Cellarmaker Brewing Company,micro,1150 Howard St San Francisco California 94103-3914,California,4158633940,http://www.cellarmakerbrewing.com,United States,West,Pacific,-122.4106996,37.777158899999996
Cellarman's Pub & Brewery,brewpub,2130 Texoma Pkwy Sherman Texas 75090-2622,Texas,9038130994,http://www.cellarmanspub.com,United States,South,West South Central,-96.59953011,33.66188865
Center Ice Brewing Company,micro,3126 Olive St. Saint Louis Missouri 63103,Missouri,3142779843,http://www.centericebrewery.com,United States,Midwest,West North Central,-90.22430637,38.63530006
Centerpoint Brewing,micro,1125 E Brookside Ave Indianapolis Indiana 46202-3587,Indiana,3176028386,http://www.centerpointbrewing.com,United States,Midwest,East North Central,-86.13740465,39.78129031
Central Coast Brewing Co - Higuera St.,brewpub,6 Higuera St. San Luis Obispo California 93401,California,8057832739,Not Available,United States,West,Pacific,-120.6709908,35.2651725
Central Machine Works,micro,4824 E Cesar Chavez St Austin Texas 78702-5135,Texas,512-220-2340,http://cmwbrewery.com/,United States,South,West South Central,-97.7037665,30.2520225
Central Standard Brewing,micro,156 S Greenwood St Wichita Kansas 67211-1815,Kansas,3162608515,http://www.drinkcsb.com,United States,Midwest,West North Central,-97.3184245,37.6846165
Central State Brewing,micro,4001 E 26th St Indianapolis Indiana 46218,Indiana,3174079855,http://centralstatebrewing.com,United States,Midwest,East North Central,-86.09910500000001,39.805091
Central Waters Brewing Co,regional,351 Allen St Amherst Wisconsin 54406-8954,Wisconsin,7158242739,http://www.centralwaters.com,United States,Midwest,East North Central,-89.27970182,44.4422503
Cerberus Brewing Company,brewpub,702 W Colorado Ave Colorado Springs Colorado 80905-1539,Colorado,7196362337,http://www.cerberusbrewingco.com,United States,West,Mountain,-104.8374071,38.833057399999994
Cercis Brewing Company,micro,106 N Dickason Blvd Columbus Wisconsin 53925-,Wisconsin,9203500500,Not Available,United States,Midwest,East North Central,-89.01542922,43.33907788
Cerebral Brewing,micro,1477 Monroe St Denver Colorado 80206-2708,Colorado,3039277365,http://www.cerebralbrewing.com,United States,West,Mountain,-104.94517830000001,39.73968253
Cerveceria Del Pueblo,planning,Not Available Pasadena California 91105-1822,California,Not Available,Not Available,United States,West,Pacific,-118.14447790000001,34.14764520000001
Chagrin Beer Company,contract,178 E Washington St Chagrin Falls Ohio 44022-2978,Ohio,2166451739,Not Available,United States,Midwest,East North Central,-81.38518067,41.42999722
Chain Reaction Brewing Company,micro,902 S Lipan St Denver Colorado 80223-2717,Colorado,3039220960,http://www.chainreactionbrewingco.com,United States,West,Mountain,-105.00162900000001,39.69879376
Chainline Brewing Company,closed,503 6th St S Kirkland Washington 98033-6717,Washington,4252420923,http://www.chainlinebrewing.com,United States,West,Pacific,-122.19675829999998,47.6717847
Chainline Brewing Company Taproom at Urban,micro,500 Uptown Ct Ste 210 Kirkland Washington 98033-5375,Washington,4252420923,http://www.chainlinebrewing.com,United States,West,Pacific,-122.19855,47.67924
Champion Brewing Company,micro,324 6th St SE Charlottesville Virginia 22902-5655,Virginia,4342952739,http://www.championbrewingcompany.com,United States,South,South Atlantic,-78.4784691,38.0277402
Chandeleur Island Brewing Company,micro,2711 14th St Gulfport Mississippi 39501-1928,Mississippi,2287019985,http://www.chandeleurbrew.com,United States,South,East South Central,-89.09540702,30.367827000000002
Chandler's Ford Brewing LLC,planning,Not Available Huntsville Alabama 35802,Alabama,2564576999,http://chandlersfordbrewing.com,United States,South,East South Central,-86.5859011,34.729847
Channel Brewing Co.,micro,110 N San Joaquin St Stockton California 95209-4506,California,2094904133,http://www.channelbrewing.co,United States,West,Pacific,-121.28741059999999,37.95439196
Chaos Bay Brewing Co,micro,1100 Perry Ave Unit C Bremerton Washington 98310-4945,Washington,3603772344,https://www.chaosbaybrewing.com,United States,West,Pacific,-122.613427,47.570838
Chaos Brewing,micro,112 S Main St Joplin Missouri 64801,Missouri,Not Available,http://www.chaosbrewing.beer,United States,Midwest,West North Central,-94.514437,37.1027
Chapman Crafted Beer,micro,123 N Cypress St Orange California 92866-1309,California,8448552337,http://www.chapmancrafted.beer,United States,West,Pacific,-117.856454,33.788493
Chapman's Brewing Company,brewpub,300 Industrial Dr Angola Indiana 46703-1053,Indiana,2603195495,http://www.chapmansbrewing.com,United States,Midwest,East North Central,-85.00164782,41.64836256
Charles Towne Fermentory,micro,809 Savannah Hwy Charleston South Carolina 29407-7278,South Carolina,8436410431,http://www.chsfermentory.com,United States,South,South Atlantic,-79.985096,32.781811
Charleville Vineyard & Microbrewery,micro,16937 Boyd Rd Sainte Genevieve Missouri 63670-7914,Missouri,5737564537,http://www.charlevillevineyard.com,United States,Midwest,West North Central,-90.150279,37.757915999999994
"Charlie's Steak, Ribs & Ale",brewpub,3009 W 76 Country Blvd Branson Missouri 65616-8312,Missouri,4173346090,http://www.charliesbranson.com,United States,Midwest,West North Central,-93.275808,36.639618
Charter Oak Brewing Company LLC,contract,39B Shelter Rock Rd Danbury Connecticut 06810-7043,Connecticut,2036165268,http://www.charteroakbrewing.com,United States,Northeast,New England,-73.40421711,41.3961903
Chase Brewing Company / Chase Tap Room,brewpub,266 Jefferson St Lexington Kentucky 40508-1217,Kentucky,8597973113,http://www.chasebrewing.com,United States,South,East South Central,-84.4986682,38.054683399999995
Chatham Brewing LLC,micro,59 Main St Chatham New York 12037-1249,New York,5186970202,http://www.chathambrewing.com,United States,Northeast,Middle Atlantic,-73.59546931,42.36315065
Chattabrewchee Southern Brewhouse,micro,709 4th Ave West Point Georgia 31833-1506,Georgia,7065011151,http://www.chattabrewchee.com,United States,South,South Atlantic,-85.18536152,32.87625763
Chattanooga Brewing Co,micro,1804 Chestnut St Chattanooga Tennessee 37408-1027,Tennessee,4237029958,http://www.chattabrew.com,United States,South,East South Central,-85.31443025,35.03633349
Chatty Monks Brewing Company,brewpub,610 Penn Ave West Reading Pennsylvania 19611-1004,Pennsylvania,4848180176,http://www.chattymonks.com,United States,Northeast,Middle Atlantic,-75.95000063,40.33571920000001
Chau Tien Beer Company,contract,Not Available Fairfield California 94533-0244,California,7072808044,http://www.paleale.com,United States,West,Pacific,-122.03996629999999,38.2493581
Cheaha Brewing Co,brewpub,1208 Walnut Ave Anniston Alabama 36201-4526,Alabama,2567707300,http://www.cheahabrewingcompany.com,United States,South,East South Central,-85.83377405,33.6601671
Cheboygan Brewing Co,micro,101 N Main St Cheboygan Michigan 49721-1637,Michigan,2312683277,http://www.cheboyganbrewing.com,United States,Midwest,East North Central,-84.4743633,45.647403000000004
Check Six Brewing Co,micro,5130 Southport Supply Rd SE Southport North Carolina 28461-9261,North Carolina,9104779280,http://www.checksixbeer.com,United States,South,South Atlantic,-78.0477587,33.952339
Checkerspot Brewing Company,brewpub,175 W Ostend St Baltimore Maryland 21230,Maryland,4105915527,http://www.checkerspotbrewing.com,United States,South,South Atlantic,-76.61950279999999,39.2749156
Cheeky Monkey Brewing Co / Lucky Strike Jillians,brewpub,3 Lansdowne St Boston Massachusetts 02215-3412,Massachusetts,6178590030,http://www.cheekymonkeyboston.com,United States,Northeast,New England,-71.0946215,42.34729
Chelsea Craft Brewing Co Llc,micro,463 E 173rd St Bronx New York 10457-8105,New York,7184848850,http://www.chelseacraftbrewing.com,United States,Northeast,Middle Atlantic,-73.9015282,40.841904
Cherokee Brewing + Pizza Company,brewpub,207-B West Cuyler St Dalton Georgia 30720,Georgia,7065299478,http://www.cherokeebrewingandpizza.com,United States,South,South Atlantic,-84.96940721,34.76976664
Chesapeake Brewing Co,brewpub,114 West St Annapolis Maryland 21401-2802,Maryland,4102680000,http://www.chesbrewco.com,United States,South,South Atlantic,-76.4974843,38.9780984
Chesepiooc Real Ale Brewery,micro,2408 Crofton Blvd Crofton Maryland 21114,Maryland,4106301579,http://www.brewcrab.com,United States,South,South Atlantic,-76.69804666,39.01687169
Chestnut Brew Works,micro,444 Brockway Ave Morgantown West Virginia 26501,West Virginia,3042762737,http://www.chestnutbrewworks.com,United States,South,South Atlantic,-79.9507513,39.6272755
Chetco Brewing Company,micro,830 Railroad St Brookings Oregon 97415,Oregon,5416615347,http://www.chetcobrew.com,United States,West,Pacific,-124.28759540000001,42.0521588
Chicago Beer Company,contract,1140 W Randolph St Chicago Illinois 60607-1619,Illinois,7732448696,http://www.chicagobeerco.com,United States,Midwest,East North Central,-87.65589165,41.88434
Chicago Brewing Co - NV,brewpub,2201 S Fort Apache Rd Las Vegas Nevada 89117-5704,Nevada,7022543333,http://www.chicagobrewingcolv.com,United States,West,Mountain,-115.2983835,36.1475868
Chief Spring's Fire and Irons Brew Pub,brewpub,148 E Main St Dayton Washington 99328-1351,Washington,5093824677,http://www.fireandironsbrewpub.com,United States,West,Pacific,-117.9811345,46.319228499999994
Chili Line Brewing Co.,brewpub,204 N. Guadalupe St. Santa Fe New Mexico 87501-1827,New Mexico,5055007903,http://www.chililinebrewery@gmail.com,United States,West,Mountain,-105.9435314,35.68947555
Chimera Brewing Company,brewpub,1001 W Magnolia Ave Fort Worth Texas 76104-4504,Texas,8179238000,http://www.chimerabrew.com,United States,South,West South Central,-97.33528782,32.7303843
Choc Beer Co,micro,120 S West 8th St Krebs Oklahoma 74554-0066,Oklahoma,9183023002,http://www.petes.org,United States,South,West South Central,-95.7247222,34.9258333
Christian Moerlein Brewing Co,regional,1621 Moore St Cincinnati Ohio 45202-6438,Ohio,5138276025,http://www.christianmoerlein.com,United States,Midwest,East North Central,-84.51533432,39.11322509
Chubby Squirrel Brewing Company,brewpub,10382 Willard Way Fairfax Virginia 22030-2508,Virginia,5405588040,http://www.chubbysquirrelbrewing.com,United States,South,South Atlantic,-77.30201557,38.84818941
Chuckanut Brewery - North Nut,micro,601 W Holly St Bellingham Washington 98225-3920,Washington,3607523377,http://www.chuckanutbreweryandkitchen.com,United States,West,Pacific,-122.48511640000001,48.7533261
Chuckanut - South Nut,micro,11937 Higgins Airport Way Burlington Washington 98233-5312,Washington,3607523377,http://chuckanutbreweryandkitchen.com/south-nut,United States,West,Pacific,-122.41196799999999,48.473804
Chula Vista Brewery,micro,294 Third Ave Chula Vista California 91910-2701,California,6196168806,http://www.chulavistabrewery.com,United States,West,Pacific,-117.08036899999999,32.641495
Church Brew Works/Lawrenceville Brewery Inc.,brewpub,3525 Liberty Ave Pittsburgh Pennsylvania 15201-1324,Pennsylvania,4126888200,http://www.churchbrew.com,United States,Northeast,Middle Atlantic,-79.96436130000001,40.4620769
Cibolo Creek Brewing Co.,brewpub,448 S Main St Boerne Texas 78006-2338,Texas,8308165275,http://www.cibolocreekbrewing.com,United States,South,West South Central,-98.72996029,29.79015427
